Data Point Listing of File C:\NTNMR\data\Dan\LiFe.75Mn.25PO4\[100]\Li7 [100] 165deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	ppm
44070.570	-36187.383	8573.143
57542.656	18839.945	8556.398
59409.156	-29370.852	8539.653
55564.184	87536.891	8522.909
26417.650	-6385.159	8506.164
53968.449	27747.734	8489.419
26145.383	-17671.605	8472.674
62834.656	-3836.349	8455.930
84791.281	-697.617	8439.185
46838.207	58095.844	8422.440
75431.234	31564.664	8405.695
85840.508	-39877.359	8388.951
39609.855	-21463.564	8372.206
-3273.017	38950.160	8355.461
16584.045	21181.285	8338.716
104478.703	-20307.383	8321.972
60195.016	-41548.355	8305.227
679.033	45888.992	8288.482
48126.625	45321.855	8271.737
53135.020	-10162.001	8254.993
60127.145	-7248.777	8238.248
20723.211	-388.339	8221.503
24937.162	-37533.273	8204.758
46707.211	854.423	8188.014
9297.471	10721.614	8171.269
81178.289	3278.033	8154.524
-14659.814	52320.992	8137.779
61423.430	-6402.903	8121.035
54926.648	22135.898	8104.290
981.052	57683.582	8087.545
76547.523	6018.304	8070.800
65914.570	6087.513	8054.056
48957.254	9720.593	8037.311
35009.547	-72040.617	8020.566
119074.883	24437.477	8003.821
31330.092	-44530.082	7987.077
53680.105	-35064.188	7970.332
41731.969	20371.666	7953.587
-22661.256	-43231.121	7936.842
59416.117	-11909.105	7920.098
56316.793	-28741.881	7903.353
41736.848	-18760.199	7886.608
13169.546	-29986.920	7869.863
23451.541	9227.479	7853.119
49648.285	7159.622	7836.374
18922.152	46151.863	7819.629
101742.078	-20115.365	7802.884
8522.598	-26754.533	7786.140
54666.289	10086.714	7769.395
64118.078	53418.109	7752.650
54709.465	60374.488	7735.905
56571.543	7686.056	7719.161
92797.648	23492.637	7702.416
80670.898	14883.226	7685.671
20851.939	-2064.000	7668.926
7946.215	25793.164	7652.182
61949.777	16672.064	7635.437
48869.336	12.097	7618.692
-30952.096	52407.141	7601.947
50048.570	-65907.297	7585.203
50422.305	-27254.865	7568.458
11602.448	59880.480	7551.713
38623.715	44912.039	7534.968
67375.484	-21547.127	7518.224
16719.762	-7713.939	7501.479
68569.508	54424.461	7484.734
-42390.180	1277.720	7467.989
77902.938	5268.191	7451.245
16120.769	-4996.167	7434.500
-13537.703	34931.102	7417.755
95238.375	1621.116	7401.010
89779.250	47460.004	7384.266
38523.109	-12617.317	7367.521
48926.523	3473.249	7350.776
32775.184	803.595	7334.031
42787.340	-47962.715	7317.287
2096.540	-817.361	7300.542
34269.902	9994.979	7283.797
37893.039	-34160.379	7267.052
86337.297	70345.469	7250.308
