Data Point Listing of File C:\NTNMR\data\Dan\LiFePO4\[100] take 2\Li7 [100] 120deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	ppm
12264.430	2191.712	8573.143
8781.959	11321.636	8556.398
15839.750	45824.207	8539.653
14579.733	14380.354	8522.909
2630.023	27436.922	8506.164
18138.900	-6438.766	8489.419
32171.332	1591.132	8472.674
25146.947	5862.749	8455.930
34958.848	1662.247	8439.185
51120.902	8987.961	8422.440
48215.305	846.679	8405.695
617.536	16619.102	8388.951
23879.020	8671.816	8372.206
27186.049	-10172.804	8355.461
35605.367	-18063.127	8338.716
32704.270	7646.626	8321.972
8022.443	30499.670	8305.227
-7898.521	-4352.493	8288.482
-7421.597	10916.350	8271.737
14584.669	22247.139	8254.993
1722.558	11542.664	8238.248
19893.797	31492.393	8221.503
38382.254	-17720.730	8204.758
-822.870	3735.056	8188.014
-2204.781	6879.455	8171.269
-14774.967	41507.313	8154.524
39602.082	-30243.740	8137.779
9455.216	8143.254	8121.035
8632.147	-8125.660	8104.290
29071.211	-4219.202	8087.545
20145.406	15633.361	8070.800
34878.410	15471.447	8054.056
23022.623	10737.454	8037.311
40696.609	2384.300	8020.566
30033.672	9465.851	8003.821
20998.186	7958.616	7987.077
28195.293	17898.113	7970.332
64.911	-12152.934	7953.587
25625.930	-13616.965	7936.842
11373.930	16400.313	7920.098
16823.270	8070.797	7903.353
-4669.116	-15102.485	7886.608
7283.123	2431.309	7869.863
-11257.007	1920.130	7853.119
29448.598	5081.118	7836.374
21305.869	18960.285	7819.629
30590.342	-4123.988	7802.884
21354.574	31376.322	7786.140
5795.228	4987.929	7769.395
1366.219	-7097.711	7752.650
18837.266	-10507.104	7735.905
7233.299	15018.307	7719.161
26659.221	8900.959	7702.416
18479.885	8319.127	7685.671
14562.948	4646.830	7668.926
2085.334	26840.793	7652.182
12660.790	1672.252	7635.437
10055.741	8363.030	7618.692
37616.172	-9450.632	7601.947
9592.573	6687.097	7585.203
19846.281	39652.000	7568.458
21619.852	10219.538	7551.713
26214.826	10653.524	7534.968
32817.188	-18605.268	7518.224
66859.258	-3366.939	7501.479
7034.304	6420.185	7484.734
12097.615	-35169.121	7467.989
-1445.109	-15110.857	7451.245
14585.480	-38154.391	7434.500
30313.959	11540.033	7417.755
14610.018	16661.799	7401.010
30520.074	6883.105	7384.266
-404.101	-1452.763	7367.521
-4573.157	6227.021	7350.776
4715.193	-26808.125	7334.031
-33968.066	-6559.510	7317.287
10775.241	21837.760	7300.542
3433.992	13231.535	7283.797
19213.660	-7314.467	7267.052
23585.816	21829.566	7250.308
-5710.671	12246.959	7233.563
16508.934	29216.547	7216.818
-27433.258	6784.706	7200.073
37017.387	18858.867	7183.329
-7776.482	11122.201	7166.584
-3780.302	-4758.877	7149.839
33975.391	46098.031	7133.094
-17190.873	63358.152	7116.350
