Data Point Listing of File C:\NTNMR\data\Dan\LiFePO4\[100] take 2\P31 [100] 165deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	Hz
20035.547	13122.159	2499980.282
44922.535	8025.264	2495097.470
60002.109	4180.715	2490214.657
49475.742	8329.489	2485331.845
42678.273	2346.160	2480449.032
92858.273	22349.275	2475566.220
71657.875	106.841	2470683.407
50707.219	11941.982	2465800.595
64980.738	-16380.481	2460917.782
71253.398	5380.213	2456034.970
65867.828	-9483.775	2451152.157
37854.383	-12875.091	2446269.345
52719.852	-389.894	2441386.532
72338.727	23720.697	2436503.720
36924.340	11945.597	2431620.907
54364.031	-7537.011	2426738.095
47227.453	23937.768	2421855.282
78771.984	20484.361	2416972.470
50055.547	32998.117	2412089.657
49391.871	2.056	2407206.845
44337.023	-9954.752	2402324.032
35305.883	16608.832	2397441.220
63046.297	13210.515	2392558.407
50216.930	-2623.580	2387675.595
42486.738	-18220.021	2382792.782
23517.266	11175.042	2377909.970
31763.689	2555.470	2373027.157
57012.078	23301.383	2368144.345
42372.797	21054.654	2363261.532
54222.375	-3212.656	2358378.720
13104.455	22196.025	2353495.907
36509.691	35915.082	2348613.095
33459.355	12475.783	2343730.282
37634.883	44302.211	2338847.470
41512.848	33433.953	2333964.657
57638.668	27326.416	2329081.845
75494.727	40968.949	2324199.032
61663.535	15911.574	2319316.220
48844.809	25724.238	2314433.407
54712.734	12463.047	2309550.595
29499.813	28331.518	2304667.782
68580.063	-4506.274	2299784.970
54324.637	66874.445	2294902.157
55522.121	903.167	2290019.345
32775.086	-407.099	2285136.532
47272.332	28888.186	2280253.720
29007.047	6837.451	2275370.907
59676.113	-769.612	2270488.095
8033.124	-1465.917	2265605.282
78563.398	4279.500	2260722.470
61855.016	17164.357	2255839.657
45197.621	12761.222	2250956.845
45650.898	22943.857	2246074.032
64359.043	27859.584	2241191.220
38441.547	40334.109	2236308.407
52931.863	1746.599	2231425.595
43604.512	-3773.286	2226542.782
49422.961	-18949.244	2221659.970
79661.758	35242.883	2216777.157
58830.852	-13291.538	2211894.345
40956.059	17665.277	2207011.532
26838.947	8572.513	2202128.720
35780.453	10440.535	2197245.907
44901.262	23835.629	2192363.095
28164.992	10794.167	2187480.282
57804.035	21074.801	2182597.470
27605.402	46756.738	2177714.657
47039.723	72025.750	2172831.845
64860.926	13658.838	2167949.032
81149.352	49704.574	2163066.220
