Data Point Listing of File C:\NTNMR\data\Dan\LiMnPO4\[010]\Li7 [010] 75deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	ppm
145893.938	16844.619	8573.054
150203.469	7310.597	8556.309
144752.156	-61910.684	8539.564
147634.422	724.841	8522.820
148336.469	18854.943	8506.075
135036.453	-55727.961	8489.331
91237.086	-60004.465	8472.586
117208.258	-24927.666	8455.842
85860.094	-30008.922	8439.097
117924.000	-21179.549	8422.352
125566.789	-27168.627	8405.608
146044.125	20512.006	8388.863
93185.102	-14327.450	8372.119
121696.328	-63539.672	8355.374
99276.102	70722.844	8338.630
156425.391	-24909.275	8321.885
127192.789	-29804.152	8305.140
172265.156	-52347.504	8288.396
134123.375	-26782.912	8271.651
111926.242	-60864.578	8254.907
88322.375	-53269.430	8238.162
139631.125	6586.726	8221.417
48737.848	-73907.023	8204.673
57330.328	-45413.352	8187.928
88220.344	42039.809	8171.184
87144.734	6688.628	8154.439
108904.367	-3181.549	8137.695
151518.313	-5111.633	8120.950
55102.836	6633.793	8104.205
130547.398	-44006.984	8087.461
58599.516	11858.187	8070.716
119400.992	-37839.133	8053.972
117505.438	-25727.898	8037.227
156796.688	73465.313	8020.483
121776.758	-24433.867	8003.738
64591.336	5697.138	7986.993
163582.922	17917.957	7970.249
105588.563	16644.670	7953.504
52999.344	-34920.453	7936.760
28487.258	53184.684	7920.015
170772.078	52031.750	7903.271
143892.078	44841.367	7886.526
179822.203	15405.707	7869.781
152638.297	-5022.193	7853.037
111269.305	-20465.195	7836.292
135345.313	-26688.676	7819.548
78956.586	51600.637	7802.803
188181.297	-48988.938	7786.059
103355.578	-19166.236	7769.314
121496.242	-32672.305	7752.569
88691.242	-402.003	7735.825
100069.234	-23743.043	7719.080
40809.656	-12030.540	7702.336
132675.281	-2663.366	7685.591
108644.813	54467.746	7668.846
107203.555	-38009.773	7652.102
131806.594	693.068	7635.357
104868.992	22008.582	7618.613
137289.875	-7848.638	7601.868
108202.688	-34357.945	7585.124
119495.414	-82298.141	7568.379
22457.063	33306.809	7551.634
121971.391	-5973.987	7534.890
42458.766	78648.500	7518.145
129617.938	-12176.087	7501.401
81789.031	45797.379	7484.656
196390.594	50918.027	7467.912
164968.109	68354.531	7451.167
145131.906	-36973.684	7434.422
126689.992	52718.551	7417.678
85303.414	53707.480	7400.933
125736.664	17542.988	7384.189
127800.195	52077.445	7367.444
91796.445	14127.697	7350.700
78165.625	-39778.668	7333.955
153724.453	62021.723	7317.210
164198.703	9454.196	7300.466
141368.156	66226.680	7283.721
155016.484	-13676.309	7266.977
148316.188	-3731.462	7250.232
155821.531	-14761.286	7233.488
140978.859	-12807.903	7216.743
114383.820	-7466.492	7199.998
91664.383	13182.716	7183.254
127902.891	-35978.676	7166.509
80289.891	62661.570	7149.765
158158.156	11183.333	7133.020
96962.344	55767.449	7116.275
169326.797	22389.949	7099.531
69412.977	5216.950	7082.786
180530.891	-26520.246	7066.042
66302.766	16653.910	7049.297
157651.656	5818.840	7032.553
58963.699	-7612.563	7015.808
146776.016	29313.211	6999.063
172754.969	-47857.785	6982.319
114476.922	71063.047	6965.574
135927.703	31298.244	6948.830
181432.672	-50136.078	6932.085
87119.445	-33289.035	6915.341
116776.719	90318.172	6898.596
151041.906	-32807.602	6881.851
37993.617	-111197.984	6865.107
45496.023	38983.223	6848.362
117233.281	27078.418	6831.618
136488.172	-7433.119	6814.873
50418.289	59139.637	6798.129
190822.250	71636.805	6781.384
27154.574	-80998.961	6764.639
70237.766	6996.167	6747.895
178087.828	43222.180	6731.150
125758.813	57931.488	6714.406
46743.105	14208.932	6697.661
131676.391	-8906.038	6680.917
99921.719	67497.680	6664.172
147742.766	100013.805	6647.427
74715.820	53392.848	6630.683
76639.172	78926.617	6613.938
128114.523	68982.289	6597.194
