Data Point Listing of File C:\NTNMR\data\Dan\LiFe.25Mn.75PO4_redux\[100]\Li7 [100] 165deg.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	ppm
24185.402	-7031.693	8573.054
48288.848	56434.809	8539.564
-28511.686	18724.932	8506.075
-79424.359	1828.797	8472.586
-25267.975	-57419.375	8439.097
-65808.422	-24629.920	8405.608
39380.430	35415.543	8372.119
-32239.779	-25136.840	8338.629
27697.459	-41139.066	8305.140
15159.264	-11036.394	8271.651
-26937.738	-10297.608	8238.162
-24739.258	37447.223	8204.673
-3927.468	37332.988	8171.184
-37204.301	7494.740	8137.695
-46448.598	-21278.881	8104.205
21478.518	44827.000	8070.716
-9813.459	-4347.623	8037.227
30739.650	20227.209	8003.738
23777.496	37610.531	7970.249
-10063.602	8860.315	7936.760
15321.394	33480.074	7903.271
4226.585	5328.497	7869.781
-21522.863	13831.997	7836.292
-42441.363	21194.367	7802.803
-27870.404	40281.438	7769.314
-19105.004	17424.182	7735.825
-21206.170	52166.996	7702.336
-22791.453	24064.152	7668.846
-21118.535	-35639.168	7635.357
2613.499	62525.457	7601.868
-23371.119	59150.055	7568.379
-51334.324	43453.590	7534.890
22141.482	-7292.711	7501.401
-76225.430	-41196.172	7467.912
-34435.410	46941.766	7434.422
-9654.701	-2600.320	7400.933
-36592.070	53639.090	7367.444
8294.158	60443.063	7333.955
-72389.391	12904.501	7300.466
10667.158	73417.375	7266.977
-28533.373	30107.551	7233.488
-25478.477	87403.633	7199.998
-49235.566	42368.484	7166.509
2188.872	34240.871	7133.020
-48653.938	30741.275	7099.531
-56689.004	-11517.919	7066.042
-21328.854	-5009.471	7032.553
6545.737	32945.516	6999.063
-37709.082	4838.329	6965.574
37706.773	32266.740	6932.085
-26071.164	-44152.887	6898.596
-10958.032	46712.633	6865.107
9400.482	61761.609	6831.618
-28788.049	43345.508	6798.129
4750.517	20236.295	6764.639
-86254.031	63602.508	6731.150
-19425.957	30494.375	6697.661
7167.780	74829.094	6664.172
-14241.747	31732.639	6630.683
24032.330	-24041.627	6597.194
-37067.797	78663.945	6563.704
3812.095	83432.180	6530.215
-27110.863	76649.344	6496.726
-24957.049	36114.332	6463.237
17656.063	33864.527	6429.748
-23580.535	85018.117	6396.259
