Data Point Listing of File C:\NTNMR\data\Dan\LiMnPO4\Li7 [001] 90deg.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	ppm
256205.328	18644.848	8573.054
244476.969	-21559.287	8539.564
278740.875	-17875.486	8506.075
306717.031	24978.412	8472.586
255003.125	-16327.431	8439.097
230256.516	-24123.262	8405.608
220452.797	-48264.043	8372.119
158688.609	-84859.781	8338.630
248476.750	-20973.799	8305.140
247420.813	-6745.063	8271.651
183264.078	-10125.311	8238.162
214639.313	32367.305	8204.673
243523.125	9877.086	8171.184
301372.500	83141.031	8137.695
263000.531	-18006.529	8104.205
262695.188	-42865.688	8070.716
303097.000	-21910.795	8037.227
228828.891	60190.543	8003.738
167813.031	52023.676	7970.249
229869.625	914.794	7936.760
170081.797	-42447.516	7903.271
206060.375	80105.789	7869.781
300549.156	47496.277	7836.292
219121.938	59486.031	7802.803
287329.281	-82435.836	7769.314
250558.016	18019.906	7735.825
218946.969	54045.551	7702.336
298508.531	-6082.574	7668.846
222350.797	58875.523	7635.357
297407.313	36245.797	7601.868
234062.500	-46047.059	7568.379
224542.875	2557.312	7534.890
199370.859	45357.277	7501.401
226151.969	58485.512	7467.912
227644.063	32163.100	7434.422
165025.250	-7336.565	7400.933
250146.938	24967.729	7367.444
283592.594	-10254.227	7333.955
177274.953	69170.375	7300.466
206538.047	19317.318	7266.977
237588.547	108608.234	7233.488
301811.563	-64690.012	7199.998
215990.750	27303.584	7166.509
220867.359	80465.977	7133.020
237922.172	21543.799	7099.531
152849.484	87266.641	7066.042
181074.828	70025.703	7032.553
341868.563	58804.230	6999.063
199214.688	90130.750	6965.574
257015.797	69461.141	6932.085
189523.938	63993.398	6898.596
219577.359	52422.465	6865.107
257349.719	72173.266	6831.618
227859.594	27663.975	6798.129
257459.422	75616.750	6764.639
237050.391	70885.461	6731.150
239389.344	76926.836	6697.661
179873.281	67322.836	6664.172
271948.375	64662.672	6630.683
236142.500	-2192.238	6597.194
247880.109	44522.660	6563.705
263991.906	113377.633	6530.215
322912.969	51447.637	6496.726
300605.438	24795.977	6463.237
245356.781	85064.805	6429.748
181713.203	94192.313	6396.259
