Data Point Listing of File C:\NTNMR\data\Dan\LiFe.25Mn.75PO4_redux\[010]\P31 [010] 75deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	Hz
8036.000	-52545.250	2499980.282
164648.500	-66264.750	2495097.470
105177.500	21792.625	2490214.657
113142.000	25592.000	2485331.845
172168.500	-24710.500	2480449.032
-32595.500	3039.250	2475566.220
62702.000	-133485.750	2470683.407
193124.000	254811.250	2465800.595
138810.000	249282.000	2460917.782
101679.000	-77269.250	2456034.970
-45873.500	74050.000	2451152.157
9432.000	-40753.500	2446269.345
100346.500	-21251.000	2441386.532
5195.000	-142071.500	2436503.720
50091.500	-292.500	2431620.907
25583.750	-128891.250	2426738.095
-13078.500	18590.000	2421855.282
120228.750	-24690.750	2416972.470
-71005.500	23459.500	2412089.657
117322.500	-66522.000	2407206.845
-16633.375	194904.000	2402324.032
80682.625	-17151.500	2397441.220
-75793.750	-139110.250	2392558.407
319249.375	-104330.750	2387675.595
-49577.875	-205719.000	2382792.782
209141.625	76355.000	2377909.970
191182.938	101220.500	2373027.157
82661.750	-79781.500	2368144.345
199259.000	8078.000	2363261.532
155843.188	124140.250	2358378.720
17301.656	55206.000	2353495.907
-73826.000	-73565.750	2348613.095
63225.000	127563.500	2343730.282
-103099.906	85726.750	2338847.470
219067.375	192618.250	2333964.657
-27234.688	-80617.000	2329081.845
167085.563	-26977.500	2324199.032
88902.484	4227.750	2319316.220
121785.938	-7244.250	2314433.407
24316.371	-210301.000	2309550.595
108640.531	9896.750	2304667.782
89146.734	20173.875	2299784.970
50039.188	-212345.125	2294902.157
-79811.703	133290.500	2290019.345
-117752.547	125489.750	2285136.532
117006.656	161017.375	2280253.720
51983.750	167793.375	2275370.907
154359.891	-205579.125	2270488.095
-467429.781	140368.250	2265605.282
109540.281	126103.625	2260722.470
-83526.391	205974.000	2255839.657
25297.219	350657.625	2250956.845
268531.406	146096.375	2246074.032
-24161.984	334007.625	2241191.220
113044.648	78179.125	2236308.407
127123.656	157632.750	2231425.595
77281.789	7043.250	2226542.782
357612.313	193461.500	2221659.970
124449.711	359159.875	2216777.157
78758.961	-116148.438	2211894.345
87940.156	200464.000	2207011.532
-47837.813	343284.000	2202128.720
348633.250	40641.438	2197245.907
-6600.984	279850.688	2192363.095
-48465.617	-82678.375	2187480.282
-78595.555	58099.500	2182597.470
232955.141	49448.625	2177714.657
-31191.973	211837.813	2172831.845
57073.656	90517.625	2167949.032
46525.797	-157932.875	2163066.220
323756.875	-56799.375	2158183.407
-155152.656	3499.125	2153300.595
104543.094	43353.875	2148417.782
70284.875	-137501.375	2143534.970
-29462.930	231636.250	2138652.157
95974.953	142792.375	2133769.345
262139.000	79212.063	2128886.532
-83850.250	135166.000	2124003.720
300516.938	-31427.188	2119120.907
-145808.469	40096.625	2114238.095
-112561.469	-69197.875	2109355.282
-32162.910	74360.688	2104472.470
105090.344	273372.625	2099589.657
-16539.141	-179441.563	2094706.845
-201047.625	104226.375	2089824.032
240379.188	184434.375	2084941.220
117185.266	63808.813	2080058.407
-194301.188	9135.875	2075175.595
94264.992	263727.625	2070292.782
127292.594	-88229.063	2065409.970
174404.531	4452.250	2060527.157
209067.547	121739.563	2055644.345
80350.250	-123084.500	2050761.532
277278.188	115252.313	2045878.720
414662.094	-74549.688	2040995.907
-41469.078	456379.250	2036113.095
-336361.125	-98265.563	2031230.282
-141581.391	37304.875	2026347.470
-357350.313	178992.813	2021464.657
71145.563	62748.688	2016581.845
-28152.469	-227778.250	2011699.032
162350.234	117847.438	2006816.220
-153465.688	-69729.188	2001933.407
-121092.695	-98821.313	1997050.595
73234.438	207980.250	1992167.782
185447.031	224434.500	1987284.970
-222786.406	229430.125	1982402.157
457013.906	-210166.500	1977519.345
143665.922	381147.031	1972636.532
-328417.000	127551.000	1967753.720
-5050.984	322447.563	1962870.907
98232.195	-22335.625	1957988.095
451342.750	144183.875	1953105.282
114360.141	-176677.594	1948222.470
-74443.516	211869.313	1943339.657
188190.547	296734.625	1938456.845
469574.125	-293641.188	1933574.032
218008.719	504893.750	1928691.220
126230.250	39658.563	1923808.407
-186556.328	225588.688	1918925.595
424087.000	-68529.938	1914042.782
246389.625	97469.438	1909159.970
290354.750	141948.000	1904277.157
157395.406	237667.250	1899394.345
294799.656	7022.563	1894511.532
-125956.406	123740.563	1889628.720
-477039.656	-192275.000	1884745.907
5448.344	-133654.125	1879863.095
161302.469	559455.375	1874980.282
27318.938	330599.625	1870097.470
-424171.750	47973.188	1865214.657
230516.016	135990.188	1860331.845
233420.438	107000.688	1855449.032
-126029.563	-71018.188	1850566.220
138143.750	-18555.313	1845683.407
606193.500	476783.125	1840800.595
229300.313	-182739.125	1835917.782
204125.422	430320.125	1831034.970
-133538.328	166496.875	1826152.157
-128042.492	200205.938	1821269.345
203264.266	-150753.344	1816386.532
144810.219	192749.906	1811503.720
162771.250	457103.625	1806620.907
192190.625	93944.938	1801738.095
474928.438	468180.563	1796855.282
-60156.941	272604.781	1791972.470
229834.438	338624.344	1787089.657
450990.188	-217294.938	1782206.845
-400227.563	436169.313	1777324.032
233839.500	97642.844	1772441.220
328547.563	144469.688	1767558.407
10527.336	490118.563	1762675.595
65424.156	687387.563	1757792.782
115666.984	117270.625	1752909.970
-255959.750	-39993.438	1748027.157
-284322.969	68205.531	1743144.345
167357.031	566285.563	1738261.532
96249.766	-270797.813	1733378.720
132675.266	-20246.063	1728495.907
232187.375	-237875.094	1723613.095
-77646.234	331923.125	1718730.282
750296.500	572539.375	1713847.470
31524.250	-52672.781	1708964.657
40925.043	246264.156	1704081.845
240722.000	675850.125	1699199.032
291453.844	539890.125	1694316.220
-78821.156	550905.125	1689433.407
-81426.133	-150001.781	1684550.595
185924.375	173394.500	1679667.782
-125808.398	348441.688	1674784.970
-195483.375	124205.875	1669902.157
441963.375	630351.563	1665019.345
87857.266	15011.281	1660136.532
-359106.813	-16700.625	1655253.720
458413.188	63169.188	1650370.907
305018.688	-55145.219	1645488.095
-57516.496	401029.531	1640605.282
669909.188	316712.875	1635722.470
154787.594	360348.531	1630839.657
-12769.803	256050.656	1625956.845
206263.188	267521.281	1621074.032
226091.406	-337322.719	1616191.220
-560458.625	479812.781	1611308.407
403332.000	148120.594	1606425.595
364437.031	417388.625	1601542.782
-296733.344	393279.281	1596659.970
100140.289	-138510.625	1591777.157
-267521.625	-471106.688	1586894.345
-185950.078	19576.875	1582011.532
147600.906	-25380.703	1577128.720
292701.938	160541.281	1572245.907
32562.219	-21377.719	1567363.095
326956.438	686918.313	1562480.282
403581.344	730706.938	1557597.470
279570.188	-240946.344	1552714.657
451729.406	177698.313	1547831.845
181730.063	554160.438	1542949.032
183300.000	491627.188	1538066.220
301884.688	601059.125	1533183.407
401677.969	997853.125	1528300.595
508829.000	200600.875	1523417.782
-56840.953	201382.625	1518534.970
-481858.125	322226.594	1513652.157
-80699.609	291968.344	1508769.345
-251384.906	734970.000	1503886.532
-264299.688	941652.188	1499003.720
-724494.375	229323.063	1494120.907
137189.406	529595.813	1489238.095
18322.492	466128.813	1484355.282
-273205.125	183272.438	1479472.470
-73930.750	256642.594	1474589.657
127349.508	546382.750	1469706.845
447448.250	273396.531	1464824.032
514522.469	98381.594	1459941.220
47972.578	451788.563	1455058.407
431578.406	-216143.953	1450175.595
-717533.125	461302.688	1445292.782
-95173.609	-681407.125	1440409.970
-318590.188	459901.688	1435527.157
-268553.813	659942.125	1430644.345
-399442.094	552689.563	1425761.532
199321.125	-66613.188	1420878.720
33907.203	139689.688	1415995.907
-276500.875	616096.313	1411113.095
198928.766	414551.125	1406230.282
-287018.844	162960.063	1401347.470
4048.707	1131519.625	1396464.657
-124183.797	1219864.750	1391581.845
265795.656	535030.500	1386699.032
-283611.000	450672.500	1381816.220
67570.047	623759.250	1376933.407
-55445.750	606048.625	1372050.595
253105.125	-40799.773	1367167.782
289477.188	-9225.969	1362284.970
-10571.594	494108.750	1357402.157
80726.602	-308606.656	1352519.345
11883.992	-218560.938	1347636.532
-347647.906	685733.813	1342753.720
492916.156	321155.563	1337870.907
-101585.750	69311.281	1332988.095
103093.914	537765.375	1328105.282
96623.859	702137.125	1323222.470
-433279.031	927410.250	1318339.657
-731711.500	63209.563	1313456.845
-173799.156	991625.375	1308574.032
275036.250	-50330.906	1303691.220
168866.500	1184303.000	1298808.407
342187.156	635108.438	1293925.595
-313740.750	-85304.367	1289042.782
17546.344	330325.000	1284159.970
614740.125	979080.813	1279277.157
414120.094	300224.250	1274394.345
6145.258	812214.500	1269511.532
234911.406	-25473.609	1264628.720
-360295.625	-142627.688	1259745.907
-688030.625	1068755.750	1254863.095
-81480.000	1016163.125	1249980.282
55419.680	880334.000	1245097.470
189315.969	106378.844	1240214.657
680588.063	525365.188	1235331.845
43800.836	-381714.781	1230449.032
65878.594	335362.438	1225566.220
-153995.781	518010.250	1220683.407
324756.375	793519.750	1215800.595
210097.906	1084685.500	1210917.782
18519.723	1301703.250	1206034.970
-255665.531	152749.500	1201152.157
-337625.375	1793157.250	1196269.345
136140.328	1071436.625	1191386.532
-243689.297	584750.750	1186503.720
-139416.406	248916.656	1181620.907
105078.125	703562.125	1176738.095
346113.875	1059601.500	1171855.282
524701.875	256977.844	1166972.470
201927.234	162964.781	1162089.657
-267782.750	501719.406	1157206.845
804918.000	504776.188	1152324.032
362295.375	418606.281	1147441.220
-50361.617	968339.313	1142558.407
-27910.563	662582.250	1137675.595
96792.141	661174.500	1132792.782
263418.375	1112256.125	1127909.970
251107.156	-87386.875	1123027.157
-107281.180	631860.500	1118144.345
438809.719	1663534.875	1113261.532
