0,-42988.3295,-41035.17563,-27363.33183
0.261799388,-21503.87023,-74238.32482,-29316.36906
0.523598776,-3925.835343,-80097.66978,-7832.026438
0.785398163,80058.61457,-85957.01474,70292.96187
1.047197551,123027.2998,-74238.32482,80058.61457
1.308996939,123027.2998,-44941.36672,83964.80566
1.570796327,111308.6099,-15644.52527,89824.15063
1.832595715,97636.64946,1933.62626,78105.4607
2.094395102,29277.31385,17558.62392,64433.61691
2.35619449,-46894.52059,-27363.33183,27324.15998
2.617993878,-82050.82365,-19550.833,23417.96888
2.879793266,-87910.16861,-29316.36906,-13691.3714
3.141592654,-56660.17329,-25410.17797,-23457.0241
