0.0,116622682.55512264,116646120.06231964,116664724.97499785
0.2617993877991494,116669557.56951661,116614870.0916044,116645193.73802282
0.5235987755982988,116681276.26479399,116569948.25141111,116649100.0554026
0.7853981633974483,116685182.61319534,116597291.99036722,116670584.45106754
1.0471975511965976,116669557.56951661,116609010.6856446,116666678.13368775
1.3089969389957472,116626588.78688177,116622682.55512264,116639334.37859444
1.5707963267948966,116626588.78688177,116655885.70003855,116643240.69597423
1.8325957145940461,116605104.45388547,116669557.56951661,116621756.3003093
2.0943951023931953,116595338.81616654,116673463.80127573,116611990.62350112
2.356194490192345,116583620.12088917,116677370.03303486,116610037.58145255
2.6179938779914944,116603151.27968478,116669557.56951661,116621756.3003093
2.8797932657906435,116607057.62808615,116657838.87423924,116625662.50104779
3.141592653589793,116642213.8305605,116628541.96108244,116672537.49311613
