Data Point Listing of File C:\NTNMR\data\Dan\LiFe.75Mn.25PO4\[010]\Li7 [010] 105deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	ppm
66618.711	33883.574	8573.143
75321.922	78284.063	8556.398
19414.670	67620.602	8539.653
61965.320	-25976.322	8522.909
63484.355	-11734.346	8506.164
76889.852	-51974.371	8489.419
78640.750	-27039.252	8472.674
152347.313	-8779.945	8455.930
106710.992	-27109.387	8439.185
116760.633	-7964.697	8422.440
59614.383	11507.741	8405.695
92138.867	-3748.354	8388.951
80351.594	29516.248	8372.206
66999.156	11970.434	8355.461
135973.063	-20766.842	8338.716
98393.438	-46166.961	8321.972
74598.391	10617.664	8305.227
87283.563	54298.867	8288.482
88632.516	-25686.039	8271.737
94802.367	-11942.887	8254.993
75132.797	-11260.949	8238.248
57047.578	56742.426	8221.503
75289.461	55862.578	8204.758
84538.461	-2371.243	8188.014
35919.219	-5687.652	8171.269
76457.391	-46644.902	8154.524
142336.063	47059.844	8137.779
81405.227	8870.219	8121.035
76280.922	39856.828	8104.290
14980.612	53888.352	8087.545
47409.594	38456.176	8070.800
51186.305	53216.207	8054.056
102405.695	22588.109	8037.311
60385.754	19618.754	8020.566
85362.508	53309.789	8003.821
15237.979	-34584.301	7987.077
84157.797	-50287.000	7970.332
53327.613	-42380.219	7953.587
115320.930	28133.346	7936.842
107163.852	-2264.388	7920.098
102506.117	19236.322	7903.353
121239.609	55035.781	7886.608
44098.273	17638.674	7869.863
67728.672	-45466.441	7853.119
67939.820	-7842.116	7836.374
106142.242	18151.227	7819.629
91812.344	96528.023	7802.884
104809.734	14720.506	7786.140
90173.313	70403.734	7769.395
78315.016	59077.039	7752.650
135391.922	-11411.590	7735.905
37003.016	-19.905	7719.161
51335.609	60429.965	7702.416
102521.461	13595.293	7685.671
142682.953	62328.082	7668.926
85993.680	-7862.721	7652.182
124117.266	-14101.751	7635.437
135412.063	15373.593	7618.692
4159.145	51834.293	7601.947
133822.828	-47391.547	7585.203
38493.949	26837.135	7568.458
