Data Point Listing of File C:\NTNMR\data\phil\temp_F2_spin_echo.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	ppm
1098349.500	186271.672	8165.641
1044173.313	-309039.031	8133.743
743024.938	62904.434	8101.845
1144273.250	-403532.281	8069.948
1027050.813	51738.816	8038.050
1053000.625	445188.531	8006.152
839601.000	-157659.938	7974.255
1026086.125	-157144.609	7942.357
1128205.375	-360484.313	7910.459
1337153.500	-175713.141	7878.562
1037614.000	-361796.156	7846.664
1384148.750	46036.734	7814.766
959684.500	502461.281	7782.869
1319465.875	-177963.344	7750.971
1212374.875	259432.609	7719.073
1321183.000	-561830.563	7687.176
1385018.000	145043.281	7655.278
742657.500	98438.109	7623.380
969783.250	140159.844	7591.483
1041477.750	329629.781	7559.585
886299.125	141563.266	7527.687
1067205.625	11128.991	7495.790
669163.625	313254.719	7463.892
1096849.625	-210857.641	7431.994
827327.750	-138344.234	7400.097
1200813.500	321949.500	7368.199
1301032.500	234892.234	7336.301
1151646.750	-578114.375	7304.404
1391125.000	486003.281	7272.506
539774.000	-304679.000	7240.608
1372886.250	475488.844	7208.711
760943.813	-170385.875	7176.813
1513818.625	-162152.078	7144.915
1306722.375	556875.500	7113.018
1357982.625	165558.953	7081.120
1277871.250	567882.250	7049.223
1000645.750	-305853.688	7017.325
876879.250	258510.484	6985.427
852842.000	162414.250	6953.530
679795.063	423543.313	6921.632
664175.500	112452.148	6889.734
597398.188	404288.188	6857.837
996623.188	-32299.113	6825.939
997960.000	89359.141	6794.041
1227874.875	-109886.281	6762.144
995929.188	-200840.078	6730.246
921371.063	-198498.203	6698.348
1265432.875	-545651.063	6666.451
1001306.438	-120280.828	6634.553
1628038.250	-206355.031	6602.655
1032692.125	248876.219	6570.758
983714.125	217583.734	6538.860
1070037.750	139264.609	6506.962
951975.563	203239.344	6475.065
1164326.750	548918.188	6443.167
633989.688	275503.656	6411.269
966080.125	494891.125	6379.372
1493013.250	-21955.553	6347.474
1207208.625	317435.531	6315.576
780665.125	497789.906	6283.679
1449618.375	594256.750	6251.781
1024746.313	742075.125	6219.883
995627.813	491144.031	6187.986
890389.375	601069.000	6156.088
1092802.875	-57479.082	6124.190
682437.250	595330.438	6092.293
1174868.250	357039.781	6060.395
970562.625	260397.313	6028.497
1225169.375	-101297.313	5996.600
394467.875	340937.906	5964.702
1508727.375	-117695.109	5932.804
1188788.750	3911.938	5900.907
431010.469	-146907.813	5869.009
328787.969	799534.813	5837.111
765419.250	-187041.266	5805.214
1007669.688	427229.781	5773.316
2046839.875	1001376.938	5741.418
1017425.625	917144.500	5709.521
1657300.125	415988.469	5677.623
683800.125	54725.852	5645.725
1120619.500	68102.164	5613.828
740902.438	454565.563	5581.930
1225974.625	271357.781	5550.032
265402.563	712039.625	5518.135
1124587.750	620335.563	5486.237
849084.938	14007.972	5454.339
1261964.750	467137.000	5422.442
1126253.875	1288066.750	5390.544
1178509.750	575114.625	5358.646
720467.750	192143.563	5326.749
1258043.375	220631.672	5294.851
1195034.000	867964.813	5262.953
823465.688	714789.563	5231.056
730382.375	601496.625	5199.158
706357.500	878910.500	5167.260
849388.000	984472.250	5135.363
1133532.375	292845.500	5103.465
1016766.938	1618921.500	5071.567
610046.938	1034781.563	5039.670
1246007.500	1380705.375	5007.772
449458.813	851353.188	4975.874
1446215.375	683562.125	4943.977
734596.188	509675.906	4912.079
753725.188	510282.000	4880.181
1455138.875	137990.641	4848.284
1106774.875	595906.563	4816.386
676247.688	756489.813	4784.488
883780.625	878523.500	4752.591
1472572.125	401486.625	4720.693
1530112.250	959990.438	4688.795
1085577.625	356137.344	4656.898
1275827.125	545314.250	4625.000
1719838.625	1220573.750	4593.102
982876.563	980140.625	4561.205
941961.250	642663.875	4529.307
1938274.250	1193853.625	4497.409
770926.375	373393.125	4465.512
743663.688	797186.750	4433.614
99828.773	1060648.625	4401.716
1641741.000	1089908.000	4369.819
521190.063	1443880.875	4337.921
1527673.875	952530.563	4306.023
1221789.750	1154643.250	4274.126
589206.000	105231.828	4242.228
1205627.250	868444.938	4210.331
529130.563	1361545.625	4178.433
1009554.875	1099912.375	4146.535
1464979.250	982128.313	4114.638
888924.875	1044466.875	4082.740
1246026.750	1184923.250	4050.842
540325.313	1124570.750	4018.945
1471083.500	1260473.000	3987.047
984196.938	1429226.625	3955.149
1512141.500	1232287.750	3923.252
1423745.625	1113661.625	3891.354
1079858.375	1515621.875	3859.456
1035276.875	1395121.000	3827.559
913584.813	1171446.750	3795.661
1094375.000	1412626.375	3763.763
1319269.125	1618901.375	3731.866
1066756.000	808109.938	3699.968
1328877.125	1134688.375	3668.070
730162.000	643643.813	3636.173
833157.625	1309140.000	3604.275
773892.625	1309226.875	3572.377
902003.875	1265928.875	3540.480
1369904.125	1818130.750	3508.582
1890610.875	1677368.500	3476.684
1322522.750	1112158.625	3444.787
757470.250	1479794.625	3412.889
876254.375	1730025.500	3380.991
683879.813	1008844.313	3349.094
1428159.500	1249470.875	3317.196
1255868.750	343117.000	3285.298
1079769.875	1132988.125	3253.401
297484.000	2104875.250	3221.503
1174838.000	1469470.125	3189.605
1673149.625	2004851.500	3157.708
1007726.938	1754041.125	3125.810
1050210.000	1797457.500	3093.912
567951.125	1115254.875	3062.015
481596.406	1444378.500	3030.117
1362923.000	1468935.750	2998.219
1388655.125	1333740.750	2966.322
1483909.250	1441415.250	2934.424
910107.188	2286692.750	2902.526
908670.188	1801382.000	2870.629
758720.438	2476881.500	2838.731
1017816.813	1991199.375	2806.833
1449884.125	2041169.125	2774.936
480457.500	1961966.875	2743.038
886252.313	2126677.750	2711.140
977699.813	1998495.125	2679.243
848849.813	2740892.500	2647.345
1681297.125	1918723.250	2615.447
1124838.375	2426873.750	2583.550
889218.313	1949588.000	2551.652
1483492.500	1922127.750	2519.754
1414614.500	3043600.000	2487.857
1317939.625	2211102.500	2455.959
1751325.500	2920049.500	2424.061
1038578.750	2353112.750	2392.164
1277271.625	2563076.750	2360.266
1014335.500	2623642.000	2328.368
1487284.875	3321475.750	2296.471
1583600.750	2845222.250	2264.573
826183.563	2544570.500	2232.675
938297.625	2638174.750	2200.778
1128073.000	2809543.250	2168.880
566806.938	2949615.000	2136.982
819194.938	2604854.250	2105.085
1383595.000	2922354.000	2073.187
1053419.500	2724387.500	2041.289
2165381.750	2993770.000	2009.392
1588121.875	3863747.750	1977.494
879138.938	3602644.500	1945.596
1065984.875	3382446.250	1913.699
933112.813	3747983.750	1881.801
926360.813	3734574.500	1849.903
768782.563	3876066.250	1818.006
586173.375	4011051.500	1786.108
602353.875	4757512.500	1754.210
787724.688	4934406.000	1722.313
905426.875	5159728.500	1690.415
972183.813	5443634.500	1658.517
256658.719	5869783.000	1626.620
563907.063	5676431.000	1594.722
790287.438	6115815.500	1562.824
1036972.313	6616350.000	1530.927
2168229.000	7153036.500	1499.029
2836984.000	7571481.500	1467.131
3228236.000	7266685.500	1435.234
3826087.000	7075575.500	1403.336
2851778.500	7315665.000	1371.438
3655209.750	7086156.500	1339.541
4100751.750	7026376.500	1307.643
4491217.500	6551803.000	1275.746
3996832.500	6275170.500	1243.848
4051303.500	6937080.500	1211.950
3948649.000	6878819.500	1180.053
4442710.000	6554762.000	1148.155
4422415.000	6586922.000	1116.257
4191695.000	7139308.500	1084.360
4581240.500	7061317.000	1052.462
4656444.000	8409401.000	1020.564
4843147.000	8862572.000	988.667
5342620.500	9430974.000	956.769
5552556.000	10206343.000	924.871
6518639.000	11069233.000	892.974
7345618.000	11675679.000	861.076
8009761.500	12150894.000	829.178
9473038.000	12085576.000	797.281
10345196.000	12656414.000	765.383
12121254.000	12607951.000	733.485
13209932.000	12835311.000	701.588
14666476.000	13299910.000	669.690
16123488.000	13109954.000	637.792
19234610.000	12823706.000	605.895
21664098.000	12576126.000	573.997
24470098.000	10689552.000	542.099
26734440.000	8708839.000	510.202
30125882.000	6013357.000	478.304
32298980.000	2060422.875	446.406
32084914.000	-3408674.500	414.509
31410678.000	-8617412.000	382.611
28202026.000	-12174967.000	350.713
24972282.000	-14939426.000	318.816
21693566.000	-16799108.000	286.918
18503064.000	-17834880.000	255.020
15843578.000	-18769350.000	223.123
13293622.000	-18268026.000	191.225
10337689.000	-17522656.000	159.327
9064220.000	-16999314.000	127.430
7393576.000	-16398688.000	95.532
6406427.000	-15633207.000	63.634
5087521.000	-14752791.000	31.737
3165391.250	-12808296.000	-0.161
3723477.000	-13583509.000	-32.059
2720334.750	-12233889.000	-63.956
2157830.000	-11536158.000	-95.854
1201843.250	-11228004.000	-127.752
798986.750	-10057083.000	-159.649
1033391.875	-10364035.000	-191.547
845666.125	-8988239.000	-223.445
297889.719	-8083549.500	-255.342
971385.188	-7188402.000	-287.240
767369.000	-7036134.500	-319.138
811648.250	-6899255.000	-351.035
1389366.625	-5579868.500	-382.933
1017634.563	-5663357.000	-414.831
1365472.750	-5605258.000	-446.728
836300.813	-4685586.500	-478.626
1480858.000	-5677200.000	-510.524
1182620.500	-5161748.500	-542.421
1128346.625	-4947424.500	-574.319
1409564.000	-4809162.500	-606.217
925493.625	-4748375.500	-638.114
1831268.750	-4900372.500	-670.012
1353741.250	-4097733.000	-701.910
784026.625	-5368467.000	-733.807
1171832.125	-5090263.000	-765.705
973652.875	-4964260.500	-797.603
1048159.188	-5073529.500	-829.500
785695.750	-4759836.000	-861.398
726102.125	-3865173.250	-893.296
849777.188	-3728766.500	-925.193
802750.563	-3973415.500	-957.091
682586.125	-3711258.000	-988.989
798752.938	-3778446.750	-1020.886
1329098.875	-3692064.750	-1052.784
1109714.875	-3471500.250	-1084.682
535688.000	-3480400.500	-1116.579
1053689.250	-3163796.500	-1148.477
854342.375	-3460664.750	-1180.375
422643.906	-3508841.750	-1212.272
1184183.250	-3158331.000	-1244.170
973027.500	-2938474.500	-1276.068
1298661.250	-3100271.500	-1307.965
1157688.375	-2649127.000	-1339.863
663085.063	-2700617.500	-1371.761
1066276.750	-2875116.750	-1403.658
784650.875	-2727712.250	-1435.556
611735.250	-2931558.000	-1467.454
669639.563	-2852848.750	-1499.351
791099.938	-2729425.000	-1531.249
781890.750	-2728866.500	-1563.146
1144539.125	-3091316.250	-1595.044
1031318.125	-2643655.750	-1626.942
1560856.500	-2208675.750	-1658.839
1182223.500	-2414735.750	-1690.737
976617.750	-2429877.500	-1722.635
661689.563	-2552278.250	-1754.532
898654.938	-2147720.750	-1786.430
