Data Point Listing of File C:\NTNMR\data\Dan\LiFePO4\[010]\P31 [010] 30deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	Hz
-16932.732	18537.611	2499980.282
2733.161	16883.184	2495097.470
13006.081	-14474.550	2490214.657
32137.941	9406.713	2485331.845
17765.674	-7845.770	2480449.032
27164.824	2545.208	2475566.220
3725.027	-8086.671	2470683.407
21984.328	31727.367	2465800.595
18120.879	6747.204	2460917.782
37558.977	12361.876	2456034.970
-5087.914	-512.426	2451152.157
4061.387	41787.590	2446269.345
16364.097	26953.217	2441386.532
35165.246	3037.265	2436503.720
26179.354	-19937.711	2431620.907
6523.071	-2724.687	2426738.095
11566.631	-4650.192	2421855.282
50051.188	-16129.345	2416972.470
-2453.169	16038.139	2412089.657
18797.404	12487.688	2407206.845
39908.461	4563.124	2402324.032
10571.695	10864.680	2397441.220
50145.000	-6749.413	2392558.407
16353.221	12334.800	2387675.595
27610.832	-8526.271	2382792.782
54440.527	14528.807	2377909.970
9216.495	22419.758	2373027.157
-1742.722	-22728.879	2368144.345
46967.246	-318.623	2363261.532
21035.199	23754.182	2358378.720
27603.740	30914.410	2353495.907
43907.691	-13235.021	2348613.095
20624.721	1827.992	2343730.282
35173.629	-5575.008	2338847.470
48.001	-37498.773	2333964.657
3423.209	-33332.926	2329081.845
36973.398	-37007.047	2324199.032
13864.840	19854.709	2319316.220
15098.704	971.409	2314433.407
13575.363	14421.052	2309550.595
12986.845	20056.961	2304667.782
-5627.765	20704.508	2299784.970
45353.688	-23616.113	2294902.157
25338.480	4916.760	2290019.345
8405.637	28640.609	2285136.532
31891.467	-2968.341	2280253.720
18527.537	441.465	2275370.907
-6058.021	12932.175	2270488.095
36090.703	-4357.950	2265605.282
23690.750	893.677	2260722.470
9757.218	-12208.922	2255839.657
39684.406	-6288.365	2250956.845
33172.641	-10888.944	2246074.032
13765.215	163.569	2241191.220
990.580	1216.691	2236308.407
7558.528	4100.549	2231425.595
51612.684	10626.148	2226542.782
20574.670	7839.600	2221659.970
15748.769	9088.341	2216777.157
16247.731	-4693.811	2211894.345
1511.332	20123.480	2207011.532
39146.102	9732.302	2202128.720
3405.638	-11333.986	2197245.907
-12712.799	5555.969	2192363.095
12040.456	6775.298	2187480.282
26681.902	-11169.231	2182597.470
6904.241	5211.241	2177714.657
12044.611	7352.607	2172831.845
25907.164	32578.715	2167949.032
-25182.643	7210.761	2163066.220
25383.600	4951.947	2158183.407
3395.081	-4401.229	2153300.595
62743.219	-489.450	2148417.782
55090.527	-7829.994	2143534.970
15805.678	3441.031	2138652.157
19486.344	5237.164	2133769.345
42411.684	-32298.047	2128886.532
-1219.587	8836.436	2124003.720
10944.972	9715.756	2119120.907
52486.227	-28241.748	2114238.095
5423.044	-16067.291	2109355.282
