Data Point Listing of File C:\NTNMR\data\Dan\LiFe.5Mn.5PO4\Li7 [100] 135deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	ppm
248500.109	-66140.586	8573.054
228388.563	-58343.191	8556.309
192917.188	-107982.695	8539.564
304190.375	19969.328	8522.820
231584.969	-166831.547	8506.075
271913.906	-83395.523	8489.331
202042.625	-53597.453	8472.586
193936.172	-65762.813	8455.842
369161.375	-13718.298	8439.097
180355.484	-17270.678	8422.352
188566.750	-29224.580	8405.608
272501.344	15637.244	8388.863
343792.094	-7547.288	8372.119
250223.078	-88713.484	8355.374
213677.078	44858.555	8338.629
219978.531	93330.688	8321.885
159602.203	-110800.398	8305.140
189429.063	-70349.656	8288.396
463751.531	-9540.330	8271.651
330440.156	-199086.000	8254.907
224372.016	-65964.742	8238.162
332891.656	-97576.469	8221.417
346054.781	-122917.172	8204.673
365855.344	-56474.969	8187.928
258068.875	26930.355	8171.184
240827.031	-23001.643	8154.439
227386.844	-208883.000	8137.695
254555.578	-100282.938	8120.950
189970.828	37732.465	8104.205
307838.063	223503.828	8087.461
299080.781	23845.502	8070.716
328060.906	-93194.828	8053.972
269466.500	-125268.781	8037.227
340480.375	66977.547	8020.483
136081.500	-10342.365	8003.738
188245.109	217.744	7986.993
286775.375	78232.953	7970.249
234219.156	-38802.344	7953.504
213099.844	64623.090	7936.760
163106.422	126685.719	7920.015
152769.297	-55131.422	7903.271
244607.188	156675.578	7886.526
150955.016	-123167.281	7869.781
192119.891	-106648.922	7853.037
327180.250	-87786.727	7836.292
284803.500	170038.641	7819.548
303105.969	116185.484	7802.803
243867.344	729.516	7786.059
233686.578	5019.016	7769.314
236363.469	-7732.929	7752.569
220404.406	-6882.763	7735.825
365089.906	-141251.219	7719.080
319359.969	67329.305	7702.336
197809.766	211675.875	7685.591
137461.203	66921.375	7668.846
285694.781	59782.293	7652.102
64688.344	-76657.242	7635.357
241892.266	11831.441	7618.613
275768.125	-17604.543	7601.868
328516.469	70122.141	7585.124
328323.094	57352.895	7568.379
266912.063	-67956.266	7551.634
406646.500	38446.566	7534.890
204973.594	122891.383	7518.145
153681.047	-65686.859	7501.401
296390.344	97594.602	7484.656
332030.625	-45213.035	7467.912
294506.781	-26574.611	7451.167
245262.391	-13160.002	7434.422
234338.188	84711.945	7417.678
378066.781	-68770.859	7400.933
270604.625	1852.971	7384.189
291432.438	178963.266	7367.444
263048.000	76926.508	7350.700
304168.875	-28830.537	7333.955
275814.781	19276.424	7317.210
210579.047	-49489.633	7300.466
481599.688	-8691.547	7283.721
232043.125	-41654.672	7266.977
236921.359	-33252.031	7250.232
140655.422	111559.758	7233.488
306092.281	19411.332	7216.743
209148.859	-202.552	7199.998
455102.219	4794.119	7183.254
123039.516	57295.945	7166.509
450226.938	-94653.172	7149.765
154909.547	144000.078	7133.020
196283.156	6773.640	7116.275
