Data Point Listing of File C:\NTNMR\data\Dan\LiFePO4\[001]\Li7 [001] 120deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	ppm
113970.680	12939.767	8573.143
103048.516	6304.068	8556.398
118444.273	16552.615	8539.653
107865.938	-22456.193	8522.909
144979.906	42176.563	8506.164
105112.766	15175.454	8489.419
139368.922	30445.436	8472.674
130652.586	-23158.154	8455.930
121694.773	18889.094	8439.185
125747.438	-17718.430	8422.440
100962.609	18379.926	8405.695
115671.695	8842.978	8388.951
118463.578	-8426.268	8372.206
119405.453	10870.830	8355.461
96242.500	-25999.279	8338.716
127047.586	-25670.150	8321.972
119457.594	38347.617	8305.227
126549.750	936.837	8288.482
155329.609	972.229	8271.737
112720.422	-2785.519	8254.993
113783.992	-17570.461	8238.248
133155.156	19531.205	8221.503
119371.727	27401.186	8204.758
115329.414	17198.418	8188.014
105481.523	-7412.756	8171.269
119455.602	-5819.051	8154.524
106716.867	14443.837	8137.779
119322.680	32610.777	8121.035
93829.625	16839.711	8104.290
113947.703	3844.739	8087.545
102849.961	24540.803	8070.800
105505.250	21409.211	8054.056
130487.375	14422.025	8037.311
116510.023	7121.784	8020.566
130564.586	22117.490	8003.821
127588.047	26758.998	7987.077
111633.336	-12065.074	7970.332
109631.258	8247.520	7953.587
120290.930	28270.582	7936.842
122335.672	29868.402	7920.098
98723.195	24586.025	7903.353
82025.531	-28096.377	7886.608
106476.164	19832.352	7869.863
164375.469	48249.711	7853.119
115407.258	758.218	7836.374
122427.297	19841.512	7819.629
138673.531	-10929.582	7802.884
123067.117	23477.480	7786.140
128747.797	3383.085	7769.395
108207.734	42418.824	7752.650
112863.891	9002.171	7735.905
105819.828	33645.422	7719.161
115813.078	31889.439	7702.416
103265.391	-9765.706	7685.671
118740.430	17234.980	7668.926
104524.961	26052.096	7652.182
108140.969	49438.238	7635.437
128097.313	-3832.264	7618.692
115939.758	59372.563	7601.947
107184.375	29357.787	7585.203
123287.555	48850.262	7568.458
150561.438	20239.879	7551.713
100730.195	26733.818	7534.968
141198.906	12417.519	7518.224
136224.047	20875.447	7501.479
115196.711	39872.629	7484.734
116860.375	47278.508	7467.989
131168.078	23678.934	7451.245
115550.844	23393.146	7434.500
122974.813	66186.867	7417.755
129688.797	20748.176	7401.010
133082.219	38005.586	7384.266
142025.609	67987.688	7367.521
146159.078	3472.225	7350.776
97886.477	37119.336	7334.031
110034.594	-2740.831	7317.287
118203.047	10557.405	7300.542
102685.984	57354.898	7283.797
129957.125	35655.043	7267.052
143167.203	32778.613	7250.308
127012.703	2457.659	7233.563
129226.602	21779.049	7216.818
130258.102	24855.570	7200.073
127651.063	20449.633	7183.329
124019.047	13228.946	7166.584
100817.430	70665.852	7149.839
108583.930	26362.986	7133.094
122541.336	51723.047	7116.350
136368.219	31552.953	7099.605
98286.867	40365.852	7082.860
112675.938	35015.113	7066.115
130153.227	40644.301	7049.371
137821.609	43178.422	7032.626
133155.938	34555.898	7015.881
130514.063	33892.270	6999.136
108628.414	20886.717	6982.392
123986.164	52430.426	6965.647
129859.859	60544.273	6948.902
126804.367	63075.781	6932.157
107021.586	36168.098	6915.413
145425.797	15896.062	6898.668
119162.664	33213.727	6881.923
116660.711	35517.578	6865.178
75137.000	39804.727	6848.434
109278.664	63783.141	6831.689
119540.281	35256.930	6814.944
129113.359	41924.664	6798.199
118895.180	50739.898	6781.455
146365.531	53820.949	6764.710
98459.688	47002.230	6747.965
117505.031	67616.469	6731.220
107648.430	56946.379	6714.476
124660.781	44522.641	6697.731
126372.914	46766.129	6680.986
144300.953	39782.777	6664.241
130003.109	77092.328	6647.497
143745.844	66864.453	6630.752
133279.031	57303.629	6614.007
111542.961	83102.711	6597.262
112165.773	75519.109	6580.518
120391.141	64378.441	6563.773
92897.992	49634.824	6547.028
120197.578	51290.148	6530.283
101810.461	94558.773	6513.539
132174.563	94686.984	6496.794
150841.797	29159.316	6480.049
108910.023	55948.383	6463.304
96180.727	53122.391	6446.560
151759.328	49904.066	6429.815
140363.641	35541.621	6413.070
117007.547	39583.398	6396.325
128815.164	51661.117	6379.581
94773.352	25214.066	6362.836
143069.563	12708.726	6346.091
132877.969	36815.945	6329.346
91287.609	39914.566	6312.602
124601.477	50857.367	6295.857
120062.336	707.141	6279.112
113120.484	55350.461	6262.367
134094.734	35144.020	6245.623
108987.430	29792.656	6228.878
80936.414	83324.320	6212.133
95153.930	54339.773	6195.388
97207.836	50473.961	6178.644
131458.984	92295.352	6161.899
146389.406	101661.586	6145.154
125373.133	58183.352	6128.409
138725.688	75849.391	6111.665
100324.539	47499.766	6094.920
139905.188	53281.836	6078.175
155498.234	69748.008	6061.430
109109.930	97734.039	6044.686
152603.797	65748.172	6027.941
141840.844	54725.484	6011.196
125633.242	85904.477	5994.451
120595.328	63801.945	5977.707
116790.000	47746.125	5960.962
106321.563	90783.844	5944.217
134592.781	79991.734	5927.472
121867.133	62836.445	5910.728
110281.828	82917.070	5893.983
