Data Point Listing of File C:\NTNMR\data\Dan\LiFe.5Mn.5PO4\[010]\P31 [010] 120deg.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	Hz
61113.789	-693441.938	2499980.282
1125085.500	9913.063	2495097.470
499832.875	-179944.484	2490214.657
1364648.875	224001.828	2485331.845
842743.250	114750.023	2480449.032
1024081.750	285280.156	2475566.220
468118.531	866160.000	2470683.407
773640.375	234481.109	2465800.595
1095780.750	-40578.207	2460917.782
975955.063	-161659.125	2456034.970
681867.875	461450.688	2451152.157
693191.188	249876.547	2446269.345
852395.250	40111.645	2441386.532
917387.000	77889.242	2436503.720
838661.875	210664.734	2431620.907
1150927.250	-48055.648	2426738.095
784437.938	127679.641	2421855.282
412242.750	-49377.582	2416972.470
271367.313	45246.633	2412089.657
1507107.750	205391.344	2407206.845
506512.250	183800.531	2402324.032
856008.563	105871.297	2397441.220
481758.125	-926171.625	2392558.407
1043577.000	406502.469	2387675.595
1010346.125	29165.994	2382792.782
1064436.250	-124209.570	2377909.970
1205612.875	425764.281	2373027.157
1248784.125	-544261.375	2368144.345
1162491.375	93992.227	2363261.532
1181273.625	100971.773	2358378.720
558922.750	-16889.820	2353495.907
1180847.250	-45816.512	2348613.095
1261805.375	-382677.563	2343730.282
1098135.625	287789.656	2338847.470
1044198.938	182130.797	2333964.657
1324176.375	601419.500	2329081.845
1055968.375	-123879.242	2324199.032
895833.875	92005.563	2319316.220
828997.625	67033.805	2314433.407
704879.625	-358572.875	2309550.595
703288.000	-557297.938	2304667.782
1313675.625	252738.641	2299784.970
830189.313	-350897.906	2294902.157
242509.469	-309794.313	2290019.345
921278.250	-228196.688	2285136.532
1592807.750	170856.156	2280253.720
1157334.375	637009.438	2275370.907
798739.938	-750871.625	2270488.095
720377.438	-135974.750	2265605.282
295964.563	654956.063	2260722.470
419908.656	-434569.938	2255839.657
503987.031	-539739.250	2250956.845
1019662.250	456716.156	2246074.032
548156.938	-512999.219	2241191.220
1299940.250	811415.313	2236308.407
892495.438	-587583.938	2231425.595
672883.563	-297529.594	2226542.782
832235.813	-488023.531	2221659.970
319869.938	33058.180	2216777.157
195244.375	-407758.781	2211894.345
370362.563	-713360.188	2207011.532
665127.250	80326.336	2202128.720
1128536.500	534409.563	2197245.907
1001965.500	-392858.000	2192363.095
358674.031	578506.250	2187480.282
932735.875	354252.875	2182597.470
55231.188	621362.813	2177714.657
263281.250	-47102.219	2172831.845
-123103.383	-465276.813	2167949.032
1295767.750	1575579.000	2163066.220
546100.500	-618442.250	2158183.407
1482754.250	-289303.969	2153300.595
1816667.500	-733522.875	2148417.782
-1060338.750	-259454.078	2143534.970
-470984.813	-472153.156	2138652.157
2005784.125	-304007.063	2133769.345
-770295.875	1527885.125	2128886.532
3657172.250	-299723.031	2124003.720
2571975.750	805533.250	2119120.907
244388.234	1669010.625	2114238.095
-83487.258	-615937.500	2109355.282
832569.125	-59937.098	2104472.470
196073.250	932163.063	2099589.657
-1890978.250	1060104.125	2094706.845
1400400.875	-2066576.250	2089824.032
-1359921.250	785435.813	2084941.220
955566.313	-2559944.250	2080058.407
550828.313	520517.375	2075175.595
1823556.250	220477.734	2070292.782
1605150.250	1106496.125	2065409.970
1699964.250	-557687.938	2060527.157
163675.891	-528133.625	2055644.345
12524.019	585718.375	2050761.532
1387083.500	1162059.500	2045878.720
-607392.813	1114773.250	2040995.907
916256.625	-288381.188	2036113.095
314298.000	424388.344	2031230.282
945449.500	-873479.563	2026347.470
-683886.375	276926.125	2021464.657
-216939.984	92750.484	2016581.845
60814.648	2018843.875	2011699.032
1548108.875	180772.156	2006816.220
19313.072	638350.125	2001933.407
726976.875	-35939.078	1997050.595
-343403.875	484869.500	1992167.782
-251891.000	1115087.750	1987284.970
1513491.500	745383.750	1982402.157
1432920.000	-337639.000	1977519.345
