0.0,116681276.26479399,116689088.84495448,116626588.78688177
0.2617993877991494,116712526.35215145,116638307.59880137,116607057.62808615
0.5235987755982988,116689088.84495448,116583620.12088917,116618776.32336353
0.7853981633974483,116696901.30847272,116552370.0335317,116599245.04792567
1.0471975511965976,116673463.80127573,116536745.1064952,116607057.62808615
1.3089969389957472,116646120.06231964,116571901.30896956,116610963.85984527
1.5707963267948966,116614870.0916044,116622682.55512264,116614870.0916044
1.8325957145940461,116614870.0916044,116673463.80127573,116626588.78688177
2.0943951023931953,116626588.78688177,116735963.85934843,116630495.13528313
2.356194490192345,116650026.29407875,116790651.33726065,116634401.36704226
2.6179938779914944,116677370.03303486,116794557.56901978,116599245.04792567
2.8797932657906435,116685182.61319534,116767213.83006367,116587526.35264829
3.141592653589793,116704713.77199097,116724245.04742883,116634401.36704226
